Client,SP Customer Number,Contract Number,Material Code,PCKG,Contract Start Date,Contract End Date,$ ACV,% ACV Subject to Royalty,$ Calc Royalty Base,$ Max Royalty Base,$ Actual Royalty Base,Ending Within 1 Month,Ending Within 2 Months,Ending Within 3 Months,Billed This Quarter,Is First Billing,Late New,Late Renewal,SP AM Rep Name,SP OWM AM Rep Name,SP CSM Rep Name
THE HERSHEY COMPANY,1003869533.0,260273619.0,42638814,pa,12/01/2022,11/30/2023,41900.0,0.14,5866.000000000001,8000.0,5866.000000000001,,,,False,,False,False,"CHRISTAKIS, ELAINA",UNASSIGNED REP,"HART, JACQUELINE"
THE HUNTINGTON NATIONAL BANK,1003851445.0,132874031.0,42638814,pa,06/01/2023,05/31/2024,91936.0,0.14,12871.04,8000.0,8000.0,,,,False,,False,False,"ALARCON, BROOKE",UNASSIGNED REP,"HART, JACQUELINE"
THE NORTHERN TRUST COMPANY,1004105754.0,133782425.0,42638814,pa,11/23/2022,11/22/2023,60731.84,0.14,8502.4576,8000.0,8000.0,,,,False,,False,False,"CADLE, PATRICK",UNASSIGNED REP,"KARTZ, SARA"
THERMO FISHER SCIENTIFIC,1003851907.0,261340517.0,42638814,pa,08/18/2023,08/16/2024,88750.0,0.14,12425.000000000002,8000.0,8000.0,,,,False,,False,False,"FOGARTY, BOB",UNASSIGNED REP,"MULLIN, WENDY"
"TJX COMPANIES, INC.",1003992076.0,260299341.0,42638814,pa,12/01/2022,11/30/2023,90838.94,0.14,12717.451600000002,8000.0,8000.0,,,,False,,False,False,"CASALE, DAVID",UNASSIGNED REP,"BIANCO, NICHOLAS"
TMS INTL LLC,1003850338.0,133941719.0,42638814,pa,12/01/2022,11/30/2023,36774.4,0.14,5148.416000000001,8000.0,5148.416000000001,,,,False,,False,False,"PULEO, FRANK",UNASSIGNED REP,"BERNAL, ESTEFANIA"
TRACTOR SUPPLY CO.,1003850640.0,134576877.0,42638814,pa,01/01/2023,12/31/2023,34650.0,0.14,4851.000000000001,8000.0,4851.000000000001,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ROJAS, PAOLA"
TRANSCANADA PIPELINES LIMITED,1003849794.0,260614552.0,43060271,pa,12/29/2022,11/30/2023,215086.0,0.26,55922.36,30000.0,30000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"WHITAKER, CATHY"
"TRANSCONTINENTAL, INC.",1004651759.0,134664695.0,42638814,pa,06/01/2023,05/31/2024,48672.0,0.14,6814.080000000001,8000.0,6814.080000000001,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HART, JACQUELINE"
TRIMEDX HOLDINGS,1005723083.0,137039253.0,42638814,pa,04/01/2023,03/31/2024,31200.0,0.14,4368.0,8000.0,4368.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HUITRON GOMEZ, ALBERTO"
TSG DEVELOPMENTS INVESTMENTS INC,1004057592.0,135089311.0,42638814,pa,06/29/2023,06/28/2024,39253.3,0.14,5495.462000000001,8000.0,5495.462000000001,,,,False,,False,False,"REILLY, NICHOLAS",UNASSIGNED REP,"EVELOFF, MONA"
"TWIN DISC, INCORPORATED",1004107317.0,260932637.0,42638816,pa,03/15/2023,03/14/2024,32085.0,0.14,4491.900000000001,8000.0,4491.900000000001,,,,False,,False,False,"RAYMOND, LUCIA",UNASSIGNED REP,"MARTINEZ, MARIA"
"UCB, INC.",1003851580.0,131960281.0,42638814,pa,02/01/2023,01/31/2024,22497.28,0.14,3149.6192,8000.0,3149.6192,,,,False,,False,False,"JACKSON, STEPHEN",UNASSIGNED REP,"TELLEZ, PALOMA"
"UKG, INC.",1003851420.0,136329985.0,42638814,pa,09/01/2023,08/31/2024,108686.04,0.14,15216.045600000001,8000.0,8000.0,,,,False,,False,False,"MERRICK, SHAYNE",UNASSIGNED REP,"VAKIL, SHIVAM"
UL LLC,1003872794.0,135779138.0,42638815,pa,12/01/2022,11/30/2023,174308.93,0.24,41834.1432,30000.0,30000.0,,,,False,,False,False,"GRODECKY, PETE",UNASSIGNED REP,"KARTZ, SARA"
"UNIFI MANUFACTURING, INC.",1004879539.0,261350252.0,42638816,pa,07/11/2023,07/10/2024,38357.86,0.14,5370.1004,8000.0,5370.1004,,,,False,,False,False,"CHRISTAKIS, ELAINA",UNASSIGNED REP,"HOLMAN, CRYSTAL"
UNIFRAX I LLC,1003853895.0,135041528.0,42638814,pa,01/01/2023,12/31/2023,78030.0,0.14,10924.2,8000.0,8000.0,,,,False,,False,False,"CASALE, DAVID",UNASSIGNED REP,"HART, JACQUELINE"
"UNITED HEALTHCARE SERVICES, INC.",1004607972.0,260548852.0,43060270,pa,01/01/2023,12/31/2023,1292882.0,0.26,336149.32,30000.0,30000.0,,,,False,,False,False,"CARRUTH, ART","CARRUTH, ART","WHITAKER, CATHY"
UPMC,1003851080.0,260580779.0,42638814,pa,08/01/2023,07/31/2024,61319.32,0.14,8584.704800000001,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"GONDEK, ERIC"
VARSITY BRANDS,1005605286.0,135209482.0,42638814,pa,07/30/2023,07/29/2024,54756.0,0.14,7665.840000000001,8000.0,7665.840000000001,,,,False,,False,False,"NUNAMAKER, KEN",UNASSIGNED REP,"BRICENO MENDOZA, FERNANDO"
VECTRUS,1004908844.0,134085972.0,42638814,pa,12/15/2022,12/14/2023,38250.0,0.14,5355.000000000001,8000.0,5355.000000000001,,,,False,,False,False,"ARCIERO, KIMBERLY",UNASSIGNED REP,"ALVARADO PITALUA, MARTHA"
"VERISIGN, INC.",1004026957.0,134724864.0,42638814,pa,06/04/2023,06/03/2024,64896.0,0.14,9085.44,8000.0,8000.0,,,,False,,False,False,"PULEO, FRANK",UNASSIGNED REP,"HART, JACQUELINE"
VERTEX INC,1005450048.0,132648979.0,42638816,pa,12/01/2022,11/30/2023,38937.6,0.14,5451.264,8000.0,5451.264,,,,False,,False,False,"LAWLESS, BOB",UNASSIGNED REP,"PATEL-SHAH, NIRALI"
VERTIV CORPORATION,1004896632.0,136167632.0,42638813,pa,03/02/2023,03/01/2024,131560.0,0.1,13156.0,8000.0,8000.0,,,,False,,False,False,"ALARCON, BROOKE",UNASSIGNED REP,"CHAVARRIA, SILCA"
VITERRA USA INC.,1005380058.0,261340302.0,42638816,pa,08/19/2023,08/17/2024,45721.06,0.14,6400.9484,8000.0,6400.9484,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BIANCO, NICHOLAS"
VONTIER BUSINESS SERVICES LLC,1005508545.0,133242007.0,42638814,pa,09/01/2023,08/31/2024,83239.94,0.14,11653.591600000002,8000.0,8000.0,,,,False,,False,False,"CALLAWAY, JUDITH",UNASSIGNED REP,"HOLMAN, CRYSTAL"
VOYA SERVICES COMPANY,1003851285.0,260195217.0,42638816,pa,10/27/2022,10/26/2023,75000.0,0.14,10500.000000000002,8000.0,8000.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"STEPHAN, CRAIG"
VSE CORP,1005283931.0,132934313.0,42638814,pa,12/01/2022,11/30/2023,39000.0,0.14,5460.000000000001,8000.0,5460.000000000001,,,,False,,False,False,"MATHEWS, KAITLIN",UNASSIGNED REP,"ESCALANTE, ANTONIO"
WARNER MUSIC INC.,1003850256.0,260893315.0,42638814,pa,02/01/2023,01/31/2024,286740.0,0.14,40143.600000000006,8000.0,8000.0,,,,False,,False,False,"GALLAGHER, PAT",UNASSIGNED REP,"CLEESATTEL, PAUL"
WELLPATH,1005411214.0,132069711.0,42638814,pa,12/20/2022,12/19/2023,35995.65,0.14,5039.3910000000005,8000.0,5039.3910000000005,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"EVELOFF, MONA"
"WESCO DISTRIBUTION, INC.",1003851454.0,132378682.0,42638814,pa,12/01/2022,11/30/2023,76000.0,0.14,10640.000000000002,8000.0,8000.0,,,,False,,False,False,"PULEO, FRANK",UNASSIGNED REP,"KARTZ, SARA"
"WEST PHARMACEUTICAL SERVICES, INC.",1003850059.0,131941785.0,42638814,pa,12/01/2022,11/30/2023,96910.0,0.14,13567.400000000001,8000.0,8000.0,,,,False,,False,False,"GALLAGHER, PAT",UNASSIGNED REP,"STEPHAN, CRAIG"
WESTINGHOUSE ELECTRIC COMPANY,1003851967.0,132874032.0,42638814,pa,10/21/2022,10/20/2023,42540.41,0.14,5955.657400000001,8000.0,5955.657400000001,,,,False,,False,False,"PULEO, FRANK",UNASSIGNED REP,"GONDEK, ERIC"
WEX INC.,1004671500.0,260468403.0,42638815,pa,12/01/2022,11/30/2023,183040.0,0.24,43929.6,30000.0,30000.0,,,,False,,False,False,"MERRICK, SHAYNE",UNASSIGNED REP,"KOLITSOV, MARTIN"
WORLD FUEL SERVICES CORPORATION,1003958366.0,134627822.0,42638814,pa,05/14/2023,05/13/2024,47698.56,0.14,6677.798400000001,8000.0,6677.798400000001,,,,False,,False,False,"NOLAND, MIKE",UNASSIGNED REP,"VAKIL, SHIVAM"
WSP USA INC,1004766145.0,133690026.0,42638814,pa,02/01/2023,01/31/2024,93288.0,0.14,13060.320000000002,8000.0,8000.0,,,,False,,False,False,"GALLAGHER, PAT",UNASSIGNED REP,"CLEESATTEL, PAUL"
AGI,1005295370.0,260837517.0,42055152,beps,03/13/2023,03/12/2024,20700.0,1.0,20700.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"VERGARA, ANA LILIA"
AKAMAI TECHNOLOGIES INC,1003854293.0,134662533.0,42140398,beps,05/24/2023,05/23/2024,16224.0,1.0,16224.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BIANCO, NICHOLAS"
ANTALIS RESSOURCES & SERVICES S.A.S,1003852714.0,136829457.0,41922570,beps,06/14/2023,06/13/2024,27582.05,1.0,27582.05,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"O'DWYER, LIBBII"
ATS CORPORATION,1003853512.0,260596242.0,42148880,beps,12/16/2022,12/15/2023,5000.0,1.0,5000.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ROJAS, PAOLA"
"BENTLEY SYSTEMS, INCORPORATED",1003853515.0,260531185.0,42055152,beps,12/01/2022,11/30/2023,18000.0,1.0,18000.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BRICENO MENDOZA, FERNANDO"
BLUE YONDER INC,1003992928.0,136701205.0,41885282,beps,05/02/2023,05/01/2024,15528.0,1.0,15528.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"VERGARA, ANA LILIA"
BROWN-FORMAN CORPORATION,1004707127.0,134734308.0,41885282,beps,08/01/2023,07/31/2024,35529.96,1.0,35529.96,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KARTZ, SARA"
BRUKER CORPORATION,1004331924.0,261769701.0,41885282,beps,09/25/2023,09/23/2024,18738.72,1.0,18738.72,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KOLITSOV, MARTIN"
CABOT MICRO ELECTRONICS CORP,1003851003.0,134009326.0,42055152,beps,12/17/2022,12/16/2023,19468.8,1.0,19468.8,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KARTZ, SARA"
CANPACK SA,1005394629.0,131661715.0,41922570,beps,10/10/2022,10/09/2023,9444.55,1.0,9444.55,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
CARNIVAL CORPORATION,1003850467.0,127265146.0,41885282,beps,04/07/2023,04/06/2024,29105.86,1.0,29105.86,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"VAKIL, SHIVAM"
CENOVUS ENERGY INC.,1003869635.0,261264278.0,41885282,beps,06/21/2023,06/19/2024,34492.1,1.0,34492.1,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"SHEKHA, SAM"
CF INDUSTRIES INC,1004034968.0,131627426.0,42055152,beps,08/17/2023,08/16/2024,35529.48,1.0,35529.48,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KARTZ, SARA"
"COACH, INC.",1003851226.0,133415184.0,41885282,beps,12/01/2022,11/30/2023,25366.03,1.0,25366.03,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ESCALANTE, ANTONIO"
COGNIZANT TECHNOLOGY SOLUTIONS,1003851501.0,126094242.0,41885282,beps,09/02/2023,09/01/2024,42636.18,1.0,42636.18,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"CLEESATTEL, PAUL"
"COINSTAR, LLC",1005027911.0,128164617.0,42055152,beps,09/05/2023,09/04/2024,38626.58,1.0,38626.58,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
CORTEVA AGRISCIENCE LLC,1004976002.0,260602295.0,41885282,beps,12/01/2022,11/30/2023,28628.59,1.0,28628.59,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BOOTH, EVONNE"
"COX ENTERPRISES, INC.",1003851433.0,261567645.0,41885282,beps,08/16/2023,08/14/2024,34173.04,1.0,34173.04,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HOLMAN, CRYSTAL"
DIAGEO GREAT BRITAIN LTD,1004253491.0,260870204.0,41922570,beps,03/01/2023,02/29/2024,16233.14,1.0,16233.14,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
"DUPONT SPECIALTY PRODUCTS USA, LLC",1004976003.0,260620680.0,41885282,beps,12/01/2022,11/30/2023,18000.0,1.0,18000.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BOOTH, EVONNE"
ECOM AGROTRADE LIMITED,1004770523.0,128883943.0,41922570,beps,03/19/2023,03/18/2024,18375.6,1.0,18375.6,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"O'DWYER, LIBBII"
ERNST & YOUNG US LLP,1004121326.0,133655402.0,41885282,beps,11/01/2022,10/31/2023,257293.0,1.0,257293.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
"FATCO HOLDINGS, LLC",1003850026.0,260048314.0,42148880,beps,04/25/2023,04/24/2024,7016.06,1.0,7016.06,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
FEDEX CORPORATION,1004912638.0,135865318.0,42055152,beps,01/15/2023,01/14/2024,62657.63,1.0,62657.63,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ARROYO, JESSICA"
G4S REGIONAL MANAGEMENT,1004009953.0,129485573.0,41922570,beps,07/25/2023,07/24/2024,24524.74,1.0,24524.74,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
GRIFFITH FOODS,1005243848.0,134631736.0,42055152,beps,07/03/2023,07/02/2024,18249.8,1.0,18249.8,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"RUBIO, ALEJANDRO"
"GUESS?, INC.",1003849490.0,136909872.0,41885282,beps,02/01/2023,01/31/2024,18779.25,1.0,18779.25,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
HALMA PLC,1004010215.0,130934241.0,41922570,beps,02/27/2023,02/26/2024,7652.11,1.0,7652.11,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
HELI-ONE CANADA ULC,1005195693.0,134538157.0,42055152,beps,04/09/2023,04/08/2024,22497.28,1.0,22497.28,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"PATEL-SHAH, NIRALI"
HELI-ONE CANADA ULC,1005195693.0,134538156.0,42149481,beps,04/09/2023,04/08/2024,2812.16,1.0,2812.16,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"PATEL-SHAH, NIRALI"
HERBALIFE INTERNATL OF AMERICA,1003851013.0,135802493.0,41885282,beps,10/10/2022,10/09/2023,34295.07,1.0,34295.07,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BERLIOZ PULIDO, GABRIELA"
HYATT CORPORATION,1003849174.0,135951173.0,41885282,beps,12/15/2022,12/14/2023,36499.59,1.0,36499.59,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KARTZ, SARA"
"ICF CONSULTING GROUP, INC.",1003957661.0,133585598.0,41885282,beps,10/01/2022,09/30/2023,34163.62,1.0,34163.62,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HART, JACQUELINE"
INCYTE CORPORATION,1004996660.0,261688506.0,42055152,beps,09/18/2023,09/16/2024,29941.82,1.0,29941.82,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HART, JACQUELINE"
"INTERCONTINENTALEXCHANGE, INC.",1003851649.0,260491471.0,41885282,beps,12/01/2022,11/30/2023,37116.29,1.0,37116.29,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HOLMAN, CRYSTAL"
IWG PLC,1005030619.0,128258758.0,41922570,beps,10/10/2022,10/09/2023,23018.32,1.0,23018.32,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"RAYAKALA, SARIKA"
J.R. SIMPLOT COMPANY,1003849337.0,260654588.0,41885282,beps,12/16/2022,12/15/2023,32516.36,1.0,32516.36,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"OTT, EVA"
"JOHN WILEY AND SONS, INC.",1004245370.0,127252131.0,41885282,beps,04/30/2023,04/29/2024,46230.38,1.0,46230.38,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"CLEESATTEL, PAUL"
"JOHNSON CONTROLS, INC.",1003846250.0,260871833.0,41885282,beps,03/07/2023,03/06/2024,60988.02,1.0,60988.02,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"MULLIN, WENDY"
LIONS GATE ENTERTAINMENT INC.,1003853985.0,133964088.0,41885282,beps,11/02/2022,11/01/2023,52510.74,1.0,52510.74,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
LYONDELLBASELL INDUSTRIES HOLDINGS,1004775594.0,133492902.0,41922570,beps,10/12/2022,10/11/2023,23329.47,1.0,23329.47,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
"MARSH & MCLENNAN COMPANIES, INC.",1003851891.0,260547736.0,42055152,beps,11/18/2022,11/17/2023,29380.0,1.0,29380.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"CLEESATTEL, PAUL"
"METTLER-TOLEDO INTERNATIONAL, INC.",1003850783.0,133619334.0,41885282,beps,11/05/2022,11/04/2023,36061.58,1.0,36061.58,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HART, JACQUELINE"
MICROSOFT CORPORATION,1004928412.0,260692131.0,41885282,beps,01/01/2023,12/31/2023,23591.36,1.0,23591.36,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
NEWELL BRANDS,1004924588.0,135942089.0,42055152,beps,01/31/2023,01/30/2024,42480.79,1.0,42480.79,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HEMINGWAY, ALYCIA"
NEWMARKET SERVICES CORPORATION,1003850773.0,133509226.0,41885282,beps,11/26/2022,11/25/2023,25306.38,1.0,25306.38,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HOLMAN, CRYSTAL"
NRG ENERGY INC,1003849601.0,261461976.0,41885282,beps,08/09/2023,08/08/2024,24759.8,1.0,24759.8,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"VAKIL, SHIVAM"
NXP SEMICONDUCTORS NETHERLANDS B.V,1004331180.0,130130695.0,42575370,beps,12/12/2022,12/11/2023,12238.28,1.0,12238.28,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
OSHKOSH CORPORATION,1003874748.0,135493602.0,42055152,beps,10/03/2022,10/02/2023,25093.46,1.0,25093.46,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"GONDEK, ERIC"
PHILIPS ELECTRONICS NEDERLAND B.V,1005573550.0,261201075.0,42575370,beps,06/01/2023,05/31/2024,2145.5,1.0,2145.5,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
PTC INC.,1004244958.0,260889354.0,41885282,beps,04/01/2023,03/30/2024,18951.71,1.0,18951.71,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BIANCO, NICHOLAS"
"ROPER TECHNOLOGIES, INC.",1004244446.0,135277545.0,42055152,beps,08/19/2023,08/18/2024,39381.06,1.0,39381.06,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"VAKIL, SHIVAM"
RSM UK MANAGEMENT LIMITED,1005287775.0,261207080.0,41922570,beps,05/15/2023,05/14/2024,72004.38,1.0,72004.38,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
SHELL INTERNATIONAL B.V.,1004901779.0,134288326.0,41922570,beps,01/01/2023,12/31/2023,3545.36,1.0,3545.36,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
STARBUCKS COFFEE COMPANY,1003850495.0,128413029.0,42055152,beps,10/05/2022,10/04/2023,20030.4,1.0,20030.4,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
TE CONNECTIVITY CORPORATION,1003853884.0,133975553.0,41885282,beps,02/02/2023,02/01/2024,43694.22,1.0,43694.22,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"STEPHAN, CRAIG"
TELEDYNE TECHNOLOGIES INCORPORATED,1004871505.0,136033591.0,41885282,beps,10/03/2022,10/02/2023,35477.6,1.0,35477.6,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"RUBIO, ALEJANDRO"
THE BOLER COMPANY,1003850531.0,261075669.0,41885282,beps,05/10/2023,05/08/2024,35477.6,1.0,35477.6,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KARTZ, SARA"
THE WONDERFUL COMPANY LLC,1003853921.0,132692132.0,42148880,beps,12/01/2022,11/30/2023,2298.17,1.0,2298.17,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
THE WONDERFUL COMPANY LLC,1003853921.0,132692133.0,42055152,beps,12/01/2022,11/30/2023,33461.33,1.0,33461.33,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
THERMO FISHER SCIENTIFIC,1003851907.0,135504452.0,41885282,beps,10/11/2022,10/10/2023,20800.0,1.0,20800.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"MULLIN, WENDY"
TITAN CEMENT COMPANY S.A.,1005196384.0,260575411.0,41922570,beps,12/29/2022,12/28/2023,8555.29,1.0,8555.29,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"O'DWYER, LIBBII"
TOPGOLF CALLAWAY BRANDS CORP.,1003850085.0,260590489.0,42055152,beps,12/22/2022,12/21/2023,30416.76,1.0,30416.76,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"BERLIOZ PULIDO, GABRIELA"
TRONOX LLC,1004122837.0,134564425.0,42055152,beps,05/22/2023,05/21/2024,35428.93,1.0,35428.93,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"CHAVARRIA, SILCA"
TULLOW GROUP SERVICES LIMITED,1004834649.0,260580081.0,42575370,beps,01/01/2023,12/31/2023,9471.77,1.0,9471.77,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
"UNITED AIRLINES, INC.",1003851359.0,260540906.0,41885282,beps,12/15/2022,11/30/2023,30764.29,1.0,30764.29,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"RUBIO, ALEJANDRO"
UNITY TECHNOLOGIES,1005665746.0,136644109.0,42055152,beps,06/01/2023,05/31/2024,20800.0,1.0,20800.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ESCALANTE, ANTONIO"
VEBEGO B.V,1005039149.0,128439840.0,41922570,beps,11/20/2022,11/19/2023,10575.87,1.0,10575.87,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"O'DWYER, LIBBII"
VENATOR MATERIALS LLC,1005015857.0,261382351.0,42055152,beps,03/13/2023,03/12/2024,10400.0,1.0,10400.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"LELACHEUR, CHERYL"
VERINT SYSTEMS INC.,1003851668.0,132185058.0,41885282,beps,06/01/2023,05/30/2024,23642.71,1.0,23642.71,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"KOLITSOV, MARTIN"
"VERISK ANALYTICS, INC.",1004974791.0,126902909.0,41885282,beps,01/31/2023,01/30/2024,34796.27,1.0,34796.27,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"ALVARADO PITALUA, MARTHA"
VERITAS TECHNOLOGIES LLC,1004888324.0,260916265.0,41885282,beps,04/01/2023,03/31/2024,22300.0,1.0,22300.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"STEPHAN, CRAIG"
"VIASAT, INC.",1003850420.0,134374727.0,42055152,beps,03/15/2023,03/14/2024,21091.2,1.0,21091.2,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"DEWITT, DEBORAH"
WESTROCK SHARED SERVICES LLC,1003849633.0,132848282.0,41885282,beps,01/01/2023,12/31/2023,26625.0,1.0,26625.0,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,"HEMINGWAY, ALYCIA"
CANPACK SA,1005542424.0,260838839.0,42749974,dac6,11/20/2022,11/19/2023,18232.43,1.0,18232.43,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
ELEKTA AB,1005455542.0,135706015.0,42749974,dac6,11/03/2022,11/02/2023,16735.04,1.0,16735.04,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
ENSCO INTERNATIONAL INCORPORATED,1003849597.0,132928815.0,42750160,dac6,06/16/2023,06/15/2024,2808.0,1.0,2808.0,0.0,0.0,,,,False,,False,False,"ANDREWS, JAY",UNASSIGNED REP,"GARCIA, ERICK"
ISS GROUP HOLDINGS LTD,1005526662.0,135654168.0,42749974,dac6,09/30/2023,09/29/2024,20475.34,1.0,20475.34,0.0,0.0,,,,False,,False,False,UNASSIGNED REP,UNASSIGNED REP,UNASSIGNED REP
